Date,Idx_Price,Idx_Returns,Idx_Exc,Idx_MCap,Idx_Count
2008-05-31,1670.89,-0.009543625036307235,-0.011193625036307235,2133942.87,3145
2008-06-30,1660.2,-0.00639778800519486,-0.007731121338528194,2131430.74,3158
2008-07-31,1647.79,-0.007475003011685355,-0.008766669678352022,2109604.28,3166
2008-08-31,1659.64,0.00719145036685509,0.005833117033521757,2124329.99,3170
2008-09-30,1530.7,-0.07769154756453212,-0.07854154756453212,1936035.38,3139
2008-10-31,1432.06,-0.06444110537662517,-0.06454110537662518,1810266.95,3132
2008-11-30,1490.33,0.04068963590911001,0.040672969242443346,1886887.5,3134
2008-12-31,1591.62,0.0679648131621855,0.06787314649551883,2019826.89,3144
2009-01-31,1598.84,0.004536258654703973,0.004411258654703973,2043319.98,3169
2009-02-28,1567.39,-0.019670511120562284,-0.019803844453895617,2027169.95,3201
2009-03-31,1560.91,-0.0041342614154741275,-0.004275928082140794,2049909.02,3235
2009-04-30,1615.1,0.03471692794587766,0.034683594612544326,2111985.36,3210
2009-05-31,1678.15,0.03903783047489329,0.03892116380822662,2235708.82,3242
2009-06-30,1723.99,0.027315794178112807,0.02717412751144614,2305629.7,3255
2009-07-31,1798.42,0.043173104252344885,0.04305643758567822,2410643.75,3278
2009-08-31,1831.4,0.01833831919129003,0.018246652524623364,2459240.31,3299
2009-09-30,1863.91,0.017751446980452057,0.017701446980452056,2515288.47,3334
2009-10-31,1877.01,0.0070282363418834315,0.007019903008550098,2526839.1,3333
2009-11-30,1903.86,0.014304665398692462,0.014237998732025796,2583430.55,3382
2009-12-31,1889.0,-0.0078051957601924515,-0.007838529093525785,2554576.11,3387
2010-01-31,1919.82,0.01631551085230276,0.016298844185636093,2578015.24,3376
2010-02-28,1926.64,0.003552416372368361,0.003477416372368361,2580770.67,3376
2010-03-31,1932.4,0.002989660756550272,0.002864660756550272,2598881.08,3403
2010-04-30,1967.57,0.018200165597184847,0.01808349893051818,2652939.55,3421
2010-05-31,1956.73,-0.00550933384835095,-0.00563433384835095,2625350.09,3432
2010-06-30,1998.43,0.0213110648888708,0.021169398222204136,2683801.75,3451
2010-07-31,2037.58,0.01959037844708078,0.019473711780414113,2746379.58,3472
2010-08-31,2077.99,0.019832350140853272,0.01969901680751994,2823903.22,3517
2010-09-30,2092.52,0.006992333938084405,0.006875667271417738,2884505.71,3605
2010-10-31,2094.99,0.0011803949305142503,0.0010637282638475837,2892758.01,3630
2010-11-30,2077.99,-0.008114597205714613,-0.008264597205714614,2862693.65,3653
2010-12-31,2058.93,-0.009172325179620633,-0.009230658512953967,2843001.36,3685
2011-01-31,2063.03,0.001991325591448101,0.0018663255914481008,2880149.56,3735
2011-02-28,2079.38,0.007925236181732576,0.007816902848399242,2905931.25,3749
2011-03-31,2076.6,-0.0013369369715974244,-0.001378603638264091,2927378.23,3792
2011-04-30,2112.31,0.017196378695945258,0.01717971202927859,2976875.19,3793
2011-05-31,2142.82,0.014443902646865459,0.014410569313532125,3050591.39,3855
2011-06-30,2124.04,-0.008764151911966556,-0.00877248524529989,3013649.76,3858
2011-07-31,2177.6,0.02521609762528021,0.025082764291946877,3093911.06,3872
2011-08-31,2179.02,0.0006520940484937565,0.0006437607151604232,3097334.68,3904
2011-09-30,2184.58,0.0025516057677303916,0.002534939101063725,3117366.46,3936
2011-10-31,2223.63,0.01787528952933748,0.01785862286267081,3151562.67,3930
2011-11-30,2180.05,-0.01959858429684791,-0.019615250963514578,3104921.02,3989
2011-12-31,2226.65,0.02137565652163942,0.021367323188306087,3175133.92,4005
2012-01-31,2275.95,0.02214088428805594,0.022107550954722607,3241515.22,4018
2012-02-29,2295.11,0.008418462620005007,0.008351795953338341,3291287.13,4061
2012-03-31,2272.94,-0.009659667728344257,-0.009701334395010924,3280206.44,4105
2012-04-30,2304.67,0.013959893353982178,0.013901560020648844,3298597.17,4091
2012-05-31,2322.07,0.0075498878364363975,0.007524887836436398,3370035.48,4160
2012-06-30,2330.3,0.0035442514652874735,0.0035109181319541403,3401407.11,4194
2012-07-31,2397.35,0.028773119340857356,0.028714786007524022,3488286.45,4202
2012-08-31,2402.68,0.0022232882140695853,0.0021482882140695853,3495686.02,4231
2012-09-30,2419.55,0.007021326185759458,0.006971326185759458,3551384.42,4313
2012-10-31,2450.71,0.012878427806823467,0.012803427806823467,3614924.29,4344
2012-11-30,2446.81,-0.0015913755605518887,-0.0016830422272185554,3651206.2,4435
2012-12-31,2445.25,-0.0006375648293083236,-0.0006542314959749903,3651286.99,4467
2013-01-31,2423.5,-0.008894796033125485,-0.008928129366458818,3649801.86,4505
2013-02-28,2442.16,0.007699608004951397,0.007641274671618064,3674978.22,4527
2013-03-31,2442.63,0.0001924525829595236,0.00015911924962619026,3683369.34,4575
2013-04-30,2487.23,0.018259007708903985,0.018234007708903984,3762606.84,4604
2013-05-31,2428.94,-0.02343570960466057,-0.02346070960466057,3670996.22,4632
2013-06-30,2361.89,-0.027604634120233618,-0.027621300786900286,3560728.0,4629
2013-07-31,2381.57,0.008332310141454746,0.008307310141454746,3598175.46,4659
2013-08-31,2364.84,-0.007024777772645763,-0.007041444439312429,3575837.86,4687
2013-09-30,2381.27,0.006947615906361504,0.006922615906361504,3657840.18,4744
2013-10-31,2416.48,0.014786227517249229,0.014761227517249228,3728884.34,4779
2013-11-30,2411.69,-0.001982222075084361,-0.002023888741751028,3732813.89,4843
2013-12-31,2407.75,-0.0016337091417222283,-0.0016420424750555615,3726548.85,4868
2014-01-31,2451.39,0.018124805316166448,0.018099805316166447,3804535.53,4903
2014-02-28,2476.88,0.010398182255781485,0.010364848922448152,3860386.78,4940
2014-03-31,2478.53,0.0006661606537257114,0.0006411606537257115,3856952.83,4972
2014-04-30,2508.22,0.011978874574848586,0.01196220790818192,3901719.48,4973
2014-05-31,2542.51,0.0136710495889516,0.013629382922284933,3986184.59,5039
2014-06-30,2544.49,0.0007787579989850801,0.0007620913323184135,4003021.57,5072
2014-07-31,2543.07,-0.0005580686109984967,-0.00056640194433183,3998387.58,5092
2014-08-31,2579.75,0.014423511739747541,0.014406845073080874,4052632.05,5111
2014-09-30,2542.53,-0.014427754627386324,-0.014444421294052991,3996861.75,5145
2014-10-31,2568.56,0.010237833968527399,0.010229500635194065,4033739.26,5153
2014-11-30,2585.87,0.006739184601488812,0.006705851268155479,4088485.22,5212
2014-12-31,2587.44,0.000607145757520744,0.000582145757520744,4097110.9,5201
2015-01-31,2665.94,0.030338867761184884,0.030330534427851552,4220795.71,5221
2015-02-28,2638.92,-0.010135261858856492,-0.010151928525523159,4218436.8,5281
2015-03-31,2647.34,0.003190699225440685,0.0031490325587740183,4260433.15,5332
2015-04-30,2628.8,-0.00700325609857444,-0.00700325609857444,4255082.09,5350
2015-05-31,2611.64,-0.00652769324406588,-0.006536026577399213,4307800.2,5450
2015-06-30,2563.65,-0.018375426934799544,-0.018392093601466212,4280070.78,5510
2015-07-31,2580.95,0.00674819105572122,0.006714857722387887,4352827.87,5554
2015-08-31,2565.67,-0.005920300664483902,-0.005920300664483902,4331600.77,5577
2015-09-30,2584.8,0.007456142060358495,0.007456142060358495,4365924.62,5604
2015-10-31,2595.6,0.00417827298050133,0.004169939647167996,4415430.8,5633
2015-11-30,2589.92,-0.0021883186931730414,-0.002279985359839708,4422925.54,5666
2015-12-31,2569.73,-0.007795607586334685,-0.007912274253001351,4400604.15,5680
2016-01-31,2578.84,0.003545119526175977,0.0033617861928426436,4450693.15,5688
2016-02-29,2599.67,0.008077275053900212,0.007885608387233546,4493543.19,5672
2016-03-31,2671.78,0.027738135994183954,0.027588135994183954,4641240.08,5676
2016-04-30,2708.36,0.013691247033812637,0.013557913700479304,4713290.61,5675
2016-05-31,2706.27,-0.0007716847095660118,-0.0009966847095660117,4774341.96,5735
2016-06-30,2767.19,0.022510688142720392,0.022344021476053726,4905704.89,5742
2016-07-31,2807.62,0.014610489341172705,0.014452156007839372,5033367.1,5798
2016-08-31,2813.12,0.001958954559377668,0.0017422878927110014,5077832.34,5848
2016-09-30,2806.15,-0.0024776760323056424,-0.002644342698972309,5085270.42,5899
2016-10-31,2783.32,-0.008135701940380935,-0.008302368607047602,5036736.79,5901
2016-11-30,2708.65,-0.02682767342598047,-0.027144340092647136,4906723.82,5928
2016-12-31,2726.78,0.00669337123659397,0.006326704569927303,4907197.94,5919
2017-01-31,2735.18,0.0030805565538838398,0.002663889887217173,4961528.99,5946
2017-02-28,2766.55,0.011469080645515328,0.011135747312181995,5021160.52,5971
2017-03-31,2760.12,-0.0023241943937396536,-0.00294086106040632,4835212.94,5355
2017-04-30,2789.61,0.010684318073127308,0.010117651406460641,4866470.13,5348
2017-05-31,2821.69,0.011499815386380119,0.010783148719713451,4949021.39,5391
2017-06-30,2830.31,0.003054906811166269,0.002354906811166269,4960697.99,5402
2017-07-31,2851.01,0.007313686486639437,0.006480353153306103,5004487.02,5405
2017-08-31,2873.15,0.007765669008526821,0.006974002341860155,5081508.02,5451
2017-09-30,2868.16,-0.0017367697474898192,-0.002536769747489819,5099608.08,5508
2017-10-31,2879.74,0.004037431663505453,0.003212431663505453,5158828.27,5556
2017-11-30,2875.55,-0.0014549924645973489,-0.0024049924645973488,5169345.46,5608
2017-12-31,2901.78,0.009121733233642182,0.008055066566975515,5192094.42,5588
2018-01-31,2874.04,-0.009559649594386932,-0.0107513162610536,5123783.34,5598
2018-02-28,2827.38,-0.01623498629107456,-0.01748498629107456,5031781.2,5623
2018-03-31,2834.54,0.0025323798003804576,0.0011740464670471245,5066075.71,5641
2018-04-30,2808.25,-0.009274873524451888,-0.010649873524451887,5023223.58,5656
2018-05-31,2823.29,0.005355648535564805,0.003888981868898139,5046292.12,5694
2018-06-30,2806.89,-0.0058088258733605125,-0.007283825873360512,5031646.53,5733
2018-07-31,2830.22,0.008311690162421836,0.00669502349575517,5057585.54,5719
2018-08-31,2844.2,0.004939545335698181,0.0033145453356981814,5104509.47,5774
2018-09-30,2834.06,-0.0035651501300892896,-0.005331816796755956,5100420.36,5805
2018-10-31,2792.67,-0.014604489672060517,-0.01643782300539385,5035393.06,5830
2018-11-30,2788.02,-0.0016650732095092602,-0.0035900732095092602,5033543.09,5862
2018-12-31,2829.02,0.014705776859563313,0.01267244352622998,5065240.09,5831
2019-01-31,2895.56,0.023520512403588434,0.021503845736921767,5188962.99,5832
2019-02-28,2901.84,0.0021688378068491776,0.00013550447351584442,5216859.99,5888
2019-03-31,2974.53,0.02504962368703989,0.02302462368703989,5339884.51,5898
2019-04-30,2990.68,0.005429429187131962,0.003404429187131962,5377077.01,5909
2019-05-31,3033.54,0.014331188893495828,0.012372855560162495,5476397.74,5949
2019-06-30,3107.73,0.024456575486065724,0.022639908819399056,5606136.71,5952
2019-07-31,3125.11,0.005592506427521071,0.003917506427521072,5637831.11,5983
2019-08-31,3223.39,0.031448493013045864,0.029698493013045862,5820064.14,6015
2019-09-30,3202.42,-0.006505573324977698,-0.008097239991644365,5821088.18,6094
2019-10-31,3221.86,0.006070409253002396,0.004745409253002396,5830814.38,6097
2019-11-30,3229.97,0.002517179517421475,0.001167179517421475,5835586.39,6109
2019-12-31,3240.3,0.003198172119245779,0.001964838785912446,5809166.63,6073
2020-01-31,3316.29,0.023451532265530872,0.022151532265530873,5959347.75,6109
2020-02-29,3360.66,0.013379408917796765,0.01217107558446343,6011239.81,6101
2020-03-31,3122.54,-0.07085512964715257,-0.07089679631381923,5738638.73,6208
2020-04-30,3286.26,0.05243167421394124,0.052348340880607906,6135701.82,6293
2020-05-31,3337.67,0.01564392348749033,0.015535590154156996,6394733.76,6443
2020-06-30,3403.1,0.01960349585189669,0.01949516251856336,6576190.86,6513
2020-07-31,3513.73,0.03250859510446369,0.03243359510446369,6792875.81,6534
2020-08-31,3465.28,-0.013788765784508161,-0.013855432451174828,6746921.44,6630
2020-09-30,3455.36,-0.002862683534952448,-0.002929350201619115,6704360.71,6624
2020-10-31,3449.14,-0.0018001018707168859,-0.0018667685373835526,6696087.36,6661
2020-11-30,3545.23,0.027859118504902636,0.02779245183823597,6878654.49,6673
2020-12-31,3560.67,0.004355147620887845,0.0042884809542211785,6877227.59,6647
2021-01-31,3514.98,-0.012831854679035137,-0.012890188012368471,6795500.39,6674
2021-02-28,3454.43,-0.01722627155773293,-0.017259604891066264,6683055.57,6700
2021-03-31,3395.15,-0.0171605735244309,-0.017168906857764232,6623389.37,6780
2021-04-30,3432.76,0.011077566528724825,0.01106923319539149,6703566.33,6784
2021-05-31,3459.13,0.007681865321199188,0.007673531987865855,6759884.66,6817
2021-06-30,3515.56,0.016313350466735876,0.01627168380006921,6869492.41,6835
2021-07-31,3563.68,0.01368771973739591,0.013646053070729242,6962832.37,6838
2021-08-31,3552.9,-0.0030249629596371674,-0.0030499629596371673,6957292.32,6902
2021-09-30,3515.5,-0.0105266120633849,-0.010584945396718233,6876915.12,6938
2021-10-31,3524.22,0.00248044374911105,0.0024304437491110497,6929726.61,6977
2021-11-30,3526.39,0.0006157390855281442,0.0005240724188614775,6920788.17,7029
