LUACTRUU Index,PX_LAST,PX_MID,TOT_RETURN_INDEX_GROSS_DVDS,CPN,CUR_MKT_CAP,INDEX_YIELD_TO_WORST,INDEX_YIELD_TO_MATURITY,COUNT_INDEX_MEMBERS
03-01-2000,993.01,993.01,993.01,7.046126,1153444.02,7.812042,#N/A N/A,3624
04-01-2000,997.38,997.38,997.38,7.045272,1158174.59,7.739018,#N/A N/A,3623
05-01-2000,992.11,992.11,992.11,7.045272,1152029.09,7.831254,#N/A N/A,3623
06-01-2000,995.14,995.14,995.14,7.044923,1154900.33,7.784623,#N/A N/A,3620
07-01-2000,998.03,998.03,998.03,7.044923,1158253.47,7.74225,#N/A N/A,3620
10-01-2000,995.95,995.95,995.95,7.044923,1155758.47,7.793788,#N/A N/A,3620
11-01-2000,990.75,990.75,990.75,7.045642,1150326.29,7.886251,#N/A N/A,3621
12-01-2000,989.45,989.45,989.45,7.047686,1153000.15,7.916433,#N/A N/A,3623
13-01-2000,994.04,994.04,994.04,7.047968,1160443.78,7.832497,#N/A N/A,3625
14-01-2000,992.95,992.95,992.95,7.048231,1155536.22,7.852859,#N/A N/A,3627
18-01-2000,990.48,990.48,990.48,7.048231,1152233.35,7.910857,#N/A N/A,3627
19-01-2000,992.17,992.17,992.17,7.049333,1156209.27,7.881127,#N/A N/A,3629
20-01-2000,990.93,990.93,990.93,7.049516,1155389.29,7.906094,#N/A N/A,3631
21-01-2000,992.05,992.05,992.05,7.050537,1160785.97,7.892407,#N/A N/A,3634
24-01-2000,997.38,997.38,997.38,7.050179,1165336.95,7.805824,#N/A N/A,3632
25-01-2000,997.68,997.68,997.68,7.050537,1163591.8,7.80174,#N/A N/A,3621
26-01-2000,998.8,998.8,998.8,7.052827,1170868.09,7.798362,#N/A N/A,3627
27-01-2000,999.48,999.48,999.48,7.053665,1172451.16,7.811387,#N/A N/A,3629
28-01-2000,1000.47,1000.47,1000.47,7.056259,1178913.32,7.81122,#N/A N/A,3643
31-01-2000,995.43,995.43,995.43,7.05723,1173455.75,7.904764,#N/A N/A,3648
01-02-2000,997.91,997.91,997.91,7.062437,1168537.03,7.879928,#N/A N/A,3622
02-02-2000,997.25,997.25,997.25,7.063554,1168550.49,7.906251,#N/A N/A,3623
03-02-2000,1003.1,1003.1,1003.1,7.063554,1175357.05,7.813168,#N/A N/A,3623
04-02-2000,999.57,999.57,999.57,7.063996,1171343.35,7.888565,#N/A N/A,3624
07-02-2000,995.22,995.22,995.22,7.0644,1167908.48,7.968364,#N/A N/A,3626
08-02-2000,998.77,998.77,998.77,7.064561,1171749.03,7.922311,#N/A N/A,3621
09-02-2000,995.71,995.71,995.71,7.067018,1172021.91,7.966691,#N/A N/A,3630
10-02-2000,992.24,992.24,992.24,7.067218,1168393.1,8.009129,#N/A N/A,3631
11-02-2000,994.01,994.01,994.01,7.067448,1170726.04,7.979962,#N/A N/A,3632
14-02-2000,998.75,998.75,998.75,7.067295,1173002.66,7.901449,#N/A N/A,3630
15-02-2000,997.72,997.72,997.72,7.068875,1174317.13,7.917217,#N/A N/A,3635
16-02-2000,997.67,997.67,997.67,7.06895,1174655.73,7.918413,#N/A N/A,3636
17-02-2000,997.64,997.64,997.64,7.069497,1175344.09,7.941087,#N/A N/A,3638
18-02-2000,1001.71,1001.71,1001.71,7.069094,1179903.36,7.876574,#N/A N/A,3637
22-02-2000,1009.07,1009.07,1009.07,7.071636,1190957.61,7.760116,#N/A N/A,3639
23-02-2000,1004.24,1004.24,1004.24,7.07198,1186262.42,7.85383,#N/A N/A,3642
24-02-2000,1007.63,1007.63,1007.63,7.07321,1193314.81,7.779188,#N/A N/A,3642
25-02-2000,1007.41,1007.41,1007.41,7.073768,1194517.64,7.765914,#N/A N/A,3645
28-02-2000,1002.82,1002.82,1002.82,7.074137,1189397.22,7.861166,#N/A N/A,3647
29-02-2000,1004.66,1004.66,1004.66,7.073666,1189957.75,7.847594,#N/A N/A,3649
01-03-2000,1005.03,1005.03,1005.03,7.074323,1184278.78,7.849007,#N/A N/A,3639
02-03-2000,1005.22,1005.22,1005.22,7.073549,1185413.1,7.849039,#N/A N/A,3632
03-03-2000,1007.11,1007.11,1007.11,7.073549,1187484.46,7.822909,#N/A N/A,3632
06-03-2000,1005.78,1005.78,1005.78,7.073557,1187062.21,7.860859,#N/A N/A,3637
07-03-2000,1007.3,1007.3,1007.3,7.0749,1190958.65,7.828547,#N/A N/A,3645
08-03-2000,1006.97,1006.97,1006.97,7.075332,1193129.99,7.840433,#N/A N/A,3648
09-03-2000,1008.01,1008.01,1008.01,7.102165,1210268.52,7.830965,#N/A N/A,3667
10-03-2000,1005.43,1005.43,1005.43,7.10306,1210107.32,7.884767,#N/A N/A,3668
13-03-2000,1006.52,1006.52,1006.52,7.104991,1213672.29,7.877188,#N/A N/A,3673
14-03-2000,1004.17,1004.17,1004.17,7.104994,1207580.99,7.904361,#N/A N/A,3673
15-03-2000,1003.91,1003.91,1003.91,7.105758,1208240.22,7.924282,#N/A N/A,3676
16-03-2000,1005.76,1005.76,1005.76,7.106002,1210372.23,7.888331,#N/A N/A,3677
17-03-2000,1008.31,1008.31,1008.31,7.10651,1213909.32,7.863694,#N/A N/A,3678
20-03-2000,1009.28,1009.28,1009.28,7.10651,1214951.33,7.856032,#N/A N/A,3678
21-03-2000,1010.44,1010.44,1010.44,7.10651,1216305.14,7.841943,#N/A N/A,3678
22-03-2000,1011.33,1011.33,1011.33,7.10651,1217322.51,7.825148,#N/A N/A,3678
23-03-2000,1012.11,1012.11,1012.11,7.107326,1218927.75,7.829924,#N/A N/A,3679
24-03-2000,1007.6,1007.6,1007.6,7.108158,1214137.38,7.917243,#N/A N/A,3681
27-03-2000,1008.21,1008.21,1008.21,7.108173,1214583.57,7.922993,#N/A N/A,3680
28-03-2000,1008.69,1008.69,1008.69,7.10995,1217204.18,7.916759,#N/A N/A,3684
29-03-2000,1009.05,1009.05,1009.05,7.110353,1218107.5,7.911324,#N/A N/A,3686
30-03-2000,1013.8,1013.8,1013.8,7.110062,1226557.43,7.826031,#N/A N/A,3690
31-03-2000,1013.22,1013.22,1013.22,7.115409,1227232.13,7.838573,#N/A N/A,3690
03-04-2000,1015.33,1015.33,1015.33,7.115784,1224719.49,7.810114,#N/A N/A,3670
04-04-2000,1021.25,1021.25,1021.25,7.115757,1232274.38,7.704878,#N/A N/A,3672
05-04-2000,1018.68,1018.68,1018.68,7.112017,1231444.57,7.756618,#N/A N/A,3681
06-04-2000,1018.28,1018.28,1018.28,7.117095,1233310.98,7.782382,#N/A N/A,3683
07-04-2000,1022.1,1022.1,1022.1,7.117521,1239102.81,7.733341,#N/A N/A,3686
10-04-2000,1023.53,1023.53,1023.53,7.117472,1241127.08,7.709452,#N/A N/A,3687
11-04-2000,1017.81,1017.81,1017.81,7.119024,1235515.19,7.806602,#N/A N/A,3691
12-04-2000,1013.34,1013.34,1013.34,7.118361,1230540.32,7.884965,#N/A N/A,3692
13-04-2000,1014.75,1014.75,1014.75,7.118361,1232266.5,7.863554,#N/A N/A,3692
14-04-2000,1016.55,1016.55,1016.55,7.119715,1232804.6,7.823039,#N/A N/A,3697
17-04-2000,1011.07,1011.07,1011.07,7.119218,1226656.58,7.944872,#N/A N/A,3701
18-04-2000,1010.63,1010.63,1010.63,7.117671,1226129.88,7.92914,#N/A N/A,3702
19-04-2000,1014.43,1014.43,1014.43,7.118067,1231711.26,7.879989,#N/A N/A,3704
20-04-2000,1015.26,1015.26,1015.26,7.118245,1233634.51,7.927168,#N/A N/A,3706
24-04-2000,1015,1015,1015,7.116642,1231561.16,7.911764,#N/A N/A,3701
25-04-2000,1009.42,1009.42,1009.42,7.113832,1224089.86,8.029269,#N/A N/A,3695
26-04-2000,1008.41,1008.41,1008.41,7.113983,1223669.05,8.048389,#N/A N/A,3696
27-04-2000,1003.67,1003.67,1003.67,7.115062,1219833.97,8.148529,#N/A N/A,3700
28-04-2000,1004.33,1004.32,1004.33,7.116496,1218325.32,8.12048,#N/A N/A,3703
01-05-2000,1003.24,1003.24,1003.24,7.11454,1206004.4,8.130976,#N/A N/A,3670
02-05-2000,1001.05,1001.05,1001.05,7.11454,1203331.46,8.177039,#N/A N/A,3670
03-05-2000,997.13,997.13,997.13,7.116126,1200685.54,8.226241,#N/A N/A,3672
04-05-2000,991.73,991.73,991.73,7.116928,1195265.13,8.318326,#N/A N/A,3674
05-05-2000,988.72,988.72,988.72,7.117019,1191888.37,8.385973,#N/A N/A,3675
08-05-2000,986.06,986.06,986.06,7.117623,1188797.52,8.440647,#N/A N/A,3676
09-05-2000,986.94,986.94,986.94,7.11908,1191086.59,8.432526,#N/A N/A,3681
10-05-2000,987.24,987.24,987.24,7.119552,1191802.72,8.426433,#N/A N/A,3683
11-05-2000,988.04,988.04,988.04,7.120177,1194710.42,8.415492,#N/A N/A,3687
12-05-2000,983.91,983.91,983.91,7.119703,1189619.86,8.505379,#N/A N/A,3687
15-05-2000,988.62,988.62,988.62,7.120775,1192606.16,8.428239,#N/A N/A,3688
16-05-2000,990.92,990.92,990.92,7.120884,1195104.3,8.3993,#N/A N/A,3687
17-05-2000,988.35,988.35,988.35,7.120884,1191926.92,8.443188,#N/A N/A,3687
18-05-2000,984.73,984.73,984.73,7.121182,1187646.15,8.51192,#N/A N/A,3688
19-05-2000,987.06,987.06,987.06,7.121182,1190455.85,8.462336,#N/A N/A,3688
22-05-2000,991.01,991.01,991.01,7.127848,1202531.23,8.401426,#N/A N/A,3697
23-05-2000,990.46,990.46,990.46,7.128287,1203010.16,8.421479,#N/A N/A,3700
24-05-2000,989.94,989.94,989.94,7.129981,1204763.55,8.436048,#N/A N/A,3702
25-05-2000,994.99,994.99,994.99,7.130727,1211689.32,8.348266,#N/A N/A,3704
26-05-2000,998.17,998.17,998.17,7.131193,1216630.92,8.309444,#N/A N/A,3705
30-05-2000,996.6,996.6,996.6,7.131887,1214658.77,8.341903,#N/A N/A,3705
31-05-2000,1000.58,1000.58,1000.58,7.131956,1216985.46,8.270948,#N/A N/A,3706
01-06-2000,1006.12,1006.12,1006.12,7.119823,1070419.57,8.22223,#N/A N/A,3470
02-06-2000,1012.57,1012.57,1012.57,7.122903,1082347.34,8.105307,#N/A N/A,3477
05-06-2000,1015.74,1015.74,1015.74,7.122542,1085128.9,8.065866,#N/A N/A,3477
06-06-2000,1016.26,1016.26,1016.26,7.122582,1085601.14,8.066471,#N/A N/A,3475
07-06-2000,1017.13,1017.13,1017.13,7.122582,1086353.19,8.066153,#N/A N/A,3475
08-06-2000,1017.99,1017.99,1017.99,7.128285,1098488.84,8.059275,#N/A N/A,3486
09-06-2000,1017.77,1017.77,1017.77,7.128053,1098904.08,8.063739,#N/A N/A,3488
12-06-2000,1020.74,1020.74,1020.74,7.128053,1102116.74,8.022887,#N/A N/A,3488
13-06-2000,1020.87,1020.87,1020.87,7.133099,1104753.6,8.009731,#N/A N/A,3490
14-06-2000,1024.46,1024.46,1024.46,7.133971,1106910.78,7.953606,#N/A N/A,3495
15-06-2000,1022.91,1022.91,1022.91,7.134994,1105693.13,7.987709,#N/A N/A,3497
16-06-2000,1026.2,1026.2,1026.2,7.136109,1110734.36,7.925698,#N/A N/A,3498
19-06-2000,1025.3,1025.3,1025.3,7.136514,1110735.49,7.955063,#N/A N/A,3500
20-06-2000,1023.92,1023.92,1023.92,7.15272,1290659.72,7.941911,#N/A N/A,3786
21-06-2000,1019.54,1019.54,1019.54,7.136115,1104051.59,8.06631,#N/A N/A,3499
22-06-2000,1017.82,1017.82,1017.82,7.136413,1102526.55,8.098034,#N/A N/A,3501
23-06-2000,1014.29,1014.29,1014.29,7.136896,1099370.81,8.162104,#N/A N/A,3503
26-06-2000,1018.6,1018.6,1018.6,7.138692,1105445.04,8.094868,#N/A N/A,3507
27-06-2000,1019.62,1019.62,1019.62,7.138692,1106696.66,8.084946,#N/A N/A,3507
28-06-2000,1018.65,1018.65,1018.65,7.145855,1114806.38,8.099389,#N/A N/A,3510
29-06-2000,1023.08,1023.08,1023.08,7.146279,1119563.98,8.024238,#N/A N/A,3508
30-06-2000,1025.71,1025.71,1025.71,7.141083,1124351.51,7.986536,#N/A N/A,3515
03-07-2000,1028.54,1028.54,1028.54,7.142324,1121189.44,7.945117,#N/A N/A,3495
05-07-2000,1030.08,1030.08,1030.08,7.142324,1122876.17,7.924625,#N/A N/A,3495
06-07-2000,1027.46,1027.46,1027.46,7.142324,1119998.74,7.97384,#N/A N/A,3495
07-07-2000,1030.27,1030.27,1030.27,7.142324,1123062.7,7.924891,#N/A N/A,3495
10-07-2000,1030.72,1030.72,1030.72,7.142324,1123481.43,7.935337,#N/A N/A,3495
11-07-2000,1030.37,1030.37,1030.37,7.142335,1123010.6,7.948905,#N/A N/A,3495
12-07-2000,1030.88,1030.88,1030.88,7.139247,1123686.5,7.953551,#N/A N/A,3496
13-07-2000,1035.43,1035.43,1035.43,7.144326,1138265.95,7.88084,#N/A N/A,3510
14-07-2000,1031.33,1031.33,1031.33,7.144849,1130320.22,7.959569,#N/A N/A,3510
17-07-2000,1029.2,1029.2,1029.2,7.144849,1127735.43,8.00761,#N/A N/A,3510
18-07-2000,1029.61,1029.61,1029.61,7.14526,1129976.41,8.00149,#N/A N/A,3512
19-07-2000,1029.8,1029.8,1029.8,7.145259,1129964.87,8.002664,#N/A N/A,3512
20-07-2000,1037.73,1037.73,1037.73,7.145865,1139287.22,7.862394,#N/A N/A,3514
21-07-2000,1038.65,1038.65,1038.65,7.146328,1141032.29,7.853688,#N/A N/A,3517
24-07-2000,1036.95,1036.95,1036.95,7.146328,1139088.09,7.896979,#N/A N/A,3517
25-07-2000,1037.41,1037.41,1037.41,7.146316,1139901.28,7.88887,#N/A N/A,3518
26-07-2000,1037.24,1037.24,1037.24,7.146316,1139689.51,7.892944,#N/A N/A,3518
27-07-2000,1039.44,1039.44,1039.44,7.151466,1153414.7,7.862101,#N/A N/A,3527
28-07-2000,1037.43,1037.43,1037.43,7.151292,1151649.04,7.902197,#N/A N/A,3528
31-07-2000,1038.15,1038.15,1038.15,7.152279,1150707.75,7.896879,#N/A N/A,3530
01-08-2000,1040.2,1040.2,1040.2,7.154274,1144259.3,7.869716,#N/A N/A,3507
02-08-2000,1041.14,1041.14,1041.14,7.15447,1145825.68,7.850689,#N/A N/A,3509
03-08-2000,1042.79,1042.79,1042.79,7.155092,1147573.14,7.823476,#N/A N/A,3507
04-08-2000,1045.5,1045.5,1045.5,7.15752,1153109.94,7.774161,#N/A N/A,3515
07-08-2000,1044.26,1044.26,1044.26,7.15752,1151657.55,7.807268,#N/A N/A,3515
08-08-2000,1046.28,1046.28,1046.28,7.158616,1155078.83,7.773002,#N/A N/A,3518
09-08-2000,1046.96,1046.96,1046.96,7.159069,1157022.45,7.767254,#N/A N/A,3521
10-08-2000,1049.13,1049.13,1049.13,7.159143,1161528.56,7.736023,#N/A N/A,3527
11-08-2000,1046.34,1046.34,1046.34,7.15869,1158000.36,7.795718,#N/A N/A,3525
14-08-2000,1047.45,1047.45,1047.45,7.160327,1158588.3,7.78624,#N/A N/A,3531
15-08-2000,1045.94,1045.94,1045.94,7.160489,1157156.93,7.82319,7.815452,3532
16-08-2000,1044.94,1044.94,1044.94,7.162129,1159703.59,7.843523,7.835736,3538
17-08-2000,1045.24,1045.24,1045.24,7.162129,1160032.05,7.843004,7.835127,3538
18-08-2000,1047.02,1047.02,1047.02,7.162303,1162640.49,7.815423,7.808427,3541
21-08-2000,1046.07,1046.07,1046.07,7.163965,1161423.21,7.822294,7.814686,3536
22-08-2000,1046.45,1046.45,1046.45,7.165689,1165374.92,7.811475,7.803891,3542
23-08-2000,1049.48,1049.48,1049.48,7.165689,1168779.9,7.758397,7.752695,3542
24-08-2000,1050.22,1050.22,1050.22,7.1663,1169811.44,7.747051,7.741923,3540
25-08-2000,1050.58,1050.58,1050.58,7.1663,1170212.21,7.743814,7.738759,3540
28-08-2000,1048.61,1048.61,1048.61,7.166445,1168119.91,7.782004,7.775854,3541
29-08-2000,1046.82,1046.82,1046.82,7.166032,1165876.08,7.816329,7.809094,3540
30-08-2000,1046.94,1046.94,1046.94,7.166265,1166414.38,7.812953,7.805216,3541
31-08-2000,1051.14,1051.14,1051.14,7.166619,1169455.01,7.742469,7.736568,3543
01-09-2000,1053.2,1053.2,1053.2,7.168795,1163488.75,7.696087,7.692151,3518
05-09-2000,1054.29,1054.29,1054.29,7.168796,1164582.87,7.692256,7.688354,3518
06-09-2000,1052.29,1052.29,1052.29,7.168796,1162359.9,7.723832,7.71859,3518
07-09-2000,1050.63,1050.63,1050.63,7.168796,1160507.35,7.755847,7.749379,3518
08-09-2000,1052,1052,1052,7.168796,1162036.27,7.732619,7.727115,3518
11-09-2000,1050.72,1050.72,1050.72,7.169878,1160999.43,7.763839,7.757694,3519
12-09-2000,1050.71,1050.71,1050.71,7.169354,1163420.83,7.763094,7.75674,3521
13-09-2000,1053.07,1053.07,1053.07,7.172993,1173892.23,7.720093,7.715209,3536
14-09-2000,1050.47,1050.47,1050.47,7.175603,1172743.7,7.754722,7.748102,3539
15-09-2000,1049.41,1049.41,1049.41,7.179337,1174444.77,7.750412,7.745632,3545
18-09-2000,1048.84,1048.84,1048.84,7.179336,1173745.66,7.75906,7.752804,3545
19-09-2000,1050.69,1050.69,1050.69,7.18004,1176632.18,7.74822,7.742193,3547
20-09-2000,1048.87,1048.87,1048.87,7.180134,1176630.35,7.782355,7.775116,3551
21-09-2000,1050.55,1050.55,1050.55,7.1801,1179557.18,7.764114,7.757383,3554
22-09-2000,1052.38,1052.38,1052.38,7.180344,1181326.16,7.734871,7.729042,3553
25-09-2000,1053.5,1053.5,1053.5,7.180344,1182517.63,7.735119,7.729072,3553
26-09-2000,1056.76,1056.76,1056.76,7.180102,1186832.48,7.684499,7.679644,3553
27-09-2000,1055.77,1055.77,1055.77,7.180431,1186029.86,7.694082,7.689509,3555
28-09-2000,1056.12,1056.12,1056.12,7.183913,1191647.73,7.699409,7.693976,3565
29-09-2000,1056.9,1056.9,1056.9,7.184115,1190254.69,7.68638,7.681146,3564
02-10-2000,1055.75,1055.75,1055.75,7.186592,1182571.23,7.70503,7.699183,3541
03-10-2000,1054.24,1054.24,1054.24,7.188428,1185257,7.739709,7.732598,3548
04-10-2000,1052.63,1052.63,1052.63,7.188281,1183243.24,7.784518,7.776315,3547
05-10-2000,1054.17,1054.17,1054.17,7.18805,1186161.7,7.765397,7.75731,3550
06-10-2000,1055.88,1055.88,1055.88,7.18795,1188350.94,7.745108,7.737664,3550
10-10-2000,1054.66,1054.66,1054.66,7.186898,1186442.48,7.767505,7.758814,3549
11-10-2000,1054.32,1054.32,1054.32,7.186898,1186059.63,7.766533,7.757957,3549
12-10-2000,1055.94,1055.94,1055.94,7.187161,1188271.9,7.727965,7.723003,3551
13-10-2000,1054.5,1054.5,1054.5,7.189692,1192485.74,7.771272,7.763217,3557
16-10-2000,1054.45,1054.45,1054.45,7.18746,1185174.95,7.790873,7.781713,3556
17-10-2000,1056.72,1056.72,1056.72,7.186683,1187055.69,7.756805,7.747481,3555
18-10-2000,1055.16,1055.16,1055.16,7.186735,1185487.86,7.777769,7.76761,3556
19-10-2000,1055.85,1055.85,1055.85,7.187018,1186709.5,7.77633,7.766125,3557
20-10-2000,1058.34,1058.34,1058.34,7.186439,1194538.66,7.743394,7.734045,3561
23-10-2000,1061.75,1061.75,1061.75,7.186851,1197266.7,7.704549,7.696235,3561
24-10-2000,1061.77,1061.77,1061.77,7.186783,1197221.26,7.714379,7.706038,3561
25-10-2000,1059.1,1059.1,1059.1,7.186326,1195567.48,7.766072,7.756031,3562
26-10-2000,1059.48,1059.48,1059.48,7.186199,1196475.4,7.76937,7.759143,3563
27-10-2000,1058.49,1058.49,1058.49,7.185983,1194426.92,7.796562,7.785191,3559
30-10-2000,1058.67,1058.67,1058.67,7.185826,1195731.3,7.804274,7.793489,3560
31-10-2000,1057.16,1057.16,1057.16,7.185892,1192559.38,7.827255,7.813406,3562
01-11-2000,1059.18,1059.18,1059.18,7.188165,1187544.48,7.791657,7.778873,3533
02-11-2000,1060.14,1060.14,1060.14,7.188319,1189166.73,7.774109,7.761905,3534
03-11-2000,1056.33,1056.33,1056.33,7.188383,1185006.49,7.843047,7.828251,3534
06-11-2000,1055.68,1055.68,1055.68,7.187879,1185565.81,7.871936,7.85608,3536
07-11-2000,1055.82,1055.82,1055.82,7.188213,1187018.74,7.871332,7.855421,3537
08-11-2000,1056.94,1056.94,1056.94,7.188494,1188165.71,7.846089,7.830507,3532
09-11-2000,1059.38,1059.38,1059.38,7.189658,1193507.35,7.802624,7.78891,3537
10-11-2000,1059.26,1059.26,1059.26,7.190741,1194830.16,7.801382,7.787739,3542
13-11-2000,1061.33,1061.33,1061.33,7.191702,1199749.79,7.776001,7.76302,3546
14-11-2000,1062.44,1062.44,1062.44,7.19167,1197640.43,7.767272,7.754574,3546
15-11-2000,1062.73,1062.73,1062.73,7.192101,1200018.23,7.771669,7.755634,3549
16-11-2000,1063.41,1063.41,1063.41,7.193022,1203255.71,7.756367,7.740735,3551
17-11-2000,1060.84,1060.84,1060.84,7.19308,1200409.85,7.79924,7.782075,3551
20-11-2000,1059.27,1059.27,1059.27,7.19308,1198531.17,7.839475,7.820753,3551
21-11-2000,1059.54,1059.54,1059.54,7.193416,1199527.06,7.844208,7.825515,3554
22-11-2000,1062.32,1062.32,1062.32,7.193249,1202520.42,7.798805,7.781789,3553
24-11-2000,1060.85,1060.85,1060.85,7.19325,1200736.19,7.836808,7.817962,3553
27-11-2000,1060.12,1060.12,1060.12,7.193059,1199649.02,7.855116,7.835978,3552
28-11-2000,1061.68,1061.68,1061.68,7.193538,1201565.46,7.823535,7.80505,3553
29-11-2000,1064.17,1064.17,1064.17,7.193478,1204450.04,7.774015,7.756627,3553
30-11-2000,1069.71,1069.71,1069.71,7.194144,1210060.83,7.68432,7.665699,3555
01-12-2000,1066.6,1066.6,1066.6,7.194912,1199084.17,7.743904,7.723444,3529
04-12-2000,1066.94,1066.94,1066.94,7.19537,1200515.57,7.693947,7.689535,3519
05-12-2000,1071.62,1071.62,1071.62,7.195434,1206383.32,7.603649,7.601979,3519
06-12-2000,1077.58,1077.58,1077.58,7.201756,1220969.53,7.509675,7.511125,3517
07-12-2000,1078.36,1078.36,1078.36,7.201702,1223488.7,7.504647,7.506526,3520
08-12-2000,1077.35,1077.35,1077.35,7.20196,1222228.96,7.530464,7.531317,3520
11-12-2000,1077.6,1077.6,1077.6,7.201477,1222493.41,7.53808,7.538695,3521
12-12-2000,1078.83,1078.83,1078.83,7.202625,1225249.21,7.524963,7.525618,3524
13-12-2000,1083.96,1083.96,1083.96,7.202867,1238014.31,7.436627,7.440261,3535
14-12-2000,1087.56,1087.56,1087.56,7.20292,1238293.97,7.376756,7.382285,3536
15-12-2000,1087.26,1087.26,1087.26,7.202962,1237692.39,7.378905,7.384527,3536
18-12-2000,1088.4,1088.4,1088.4,7.201528,1234860.88,7.363784,7.37027,3526
19-12-2000,1086.89,1086.89,1086.89,7.201602,1233330.57,7.392672,7.39823,3527
20-12-2000,1091.37,1091.37,1091.37,7.201536,1238664.51,7.306007,7.314525,3529
21-12-2000,1091.65,1091.65,1091.65,7.201517,1238892.67,7.291557,7.30143,3529
22-12-2000,1093.29,1093.29,1093.29,7.20152,1240707.78,7.259966,7.271656,3529
26-12-2000,1093,1093,1093,7.201362,1239836.99,7.278172,7.288876,3526
27-12-2000,1090.07,1090.07,1090.07,7.201362,1236434.27,7.339701,7.347452,3526
28-12-2000,1088.88,1088.88,1088.88,7.201349,1234989.13,7.377479,7.384415,3526
29-12-2000,1089.65,1089.65,1089.65,7.201106,1235054.9,7.362839,7.366889,3527
02-01-2001,1100.86,1100.86,1100.86,7.20335,1242014.08,7.158778,7.169805,3511
03-01-2001,1094.35,1094.35,1094.35,7.202465,1232472.16,7.280523,7.286952,3511
04-01-2001,1100.92,1100.92,1100.92,7.203159,1241786.21,7.158605,7.171006,3510
05-01-2001,1109.07,1109.07,1109.07,7.201837,1254617.52,7.008937,7.026551,3511
08-01-2001,1112.19,1112.19,1112.19,7.201856,1257849.04,6.963662,6.981804,3510
09-01-2001,1108.58,1108.58,1108.58,7.200901,1256176.24,7.042603,7.058148,3509
10-01-2001,1103.38,1103.38,1103.38,7.198225,1252125.75,7.137691,7.149651,3509
11-01-2001,1104.97,1104.97,1104.97,7.198598,1259974.49,7.108209,7.120353,3511
12-01-2001,1098.81,1098.81,1098.81,7.196968,1251115.93,7.225791,7.234079,3503
16-01-2001,1100.84,1100.84,1100.84,7.196904,1248935.51,7.209835,7.22043,3503
17-01-2001,1106.14,1106.14,1106.14,7.197452,1252757.96,7.111635,7.124396,3494
18-01-2001,1112.35,1112.35,1112.35,7.202523,1260899.73,6.974898,6.992264,3485
19-01-2001,1109.54,1109.54,1109.54,7.202449,1256900.3,7.029112,7.0438,3484
22-01-2001,1108.14,1108.14,1108.14,7.203034,1260036.13,7.056897,7.070676,3492
23-01-2001,1105.59,1105.59,1105.59,7.201807,1257377.35,7.116538,7.127318,3492
24-01-2001,1107.14,1107.14,1107.14,7.201476,1259363.49,7.094702,7.106349,3493
25-01-2001,1110.07,1110.07,1110.07,7.19923,1266537.63,7.05743,7.070677,3496
26-01-2001,1110.7,1110.7,1110.7,7.19862,1275989.75,7.043797,7.057884,3503
29-01-2001,1109.73,1109.73,1109.73,7.197648,1278836.43,7.063966,7.077203,3508
30-01-2001,1114.42,1114.42,1114.42,7.199275,1289891.07,6.997841,7.013932,3520
31-01-2001,1120.84,1120.84,1120.84,7.198647,1295711.52,6.889228,6.907069,3524
01-02-2001,1126.22,1126.22,1126.22,7.203206,1296827.64,6.818457,6.840584,3511
02-02-2001,1121.32,1121.32,1121.32,7.198719,1299743.97,6.901717,6.919393,3521
05-02-2001,1119.59,1119.59,1119.59,7.196788,1302281.33,6.935558,6.9523,3526
06-02-2001,1114.53,1114.53,1114.53,7.196751,1296645.6,7.01854,7.032282,3527
07-02-2001,1114.46,1114.46,1114.46,7.198511,1297710.69,7.015618,7.028853,3529
08-02-2001,1114.9,1114.9,1114.9,7.197535,1300956.63,7.014758,7.027706,3538
09-02-2001,1118.76,1118.76,1118.76,7.19717,1306294.5,6.951365,6.966909,3541
12-02-2001,1117.03,1117.03,1117.03,7.197934,1307763.32,6.981775,6.99559,3544
13-02-2001,1115.74,1115.74,1115.74,7.197931,1307418.5,7.013004,7.026422,3546
14-02-2001,1113.13,1113.13,1113.13,7.197693,1302169.8,7.07508,7.085458,3550
15-02-2001,1112.17,1112.17,1112.17,7.196814,1304905.74,7.087966,7.09945,3556
16-02-2001,1116.96,1116.96,1116.96,7.19607,1312445.75,6.995069,7.010364,3557
20-02-2001,1116.89,1116.89,1116.89,7.196064,1312179,7.002991,7.018282,3557
21-02-2001,1114.13,1114.13,1114.13,7.196085,1310334.91,7.040027,7.053592,3560
22-02-2001,1114.54,1114.54,1114.54,7.195643,1312825.34,7.021055,7.034814,3562
23-02-2001,1116.75,1116.75,1116.75,7.195766,1314414.47,6.975212,6.989485,3558
26-02-2001,1119.9,1119.9,1119.9,7.195476,1323588.04,6.932878,6.949357,3565
27-02-2001,1126.01,1126.01,1126.01,7.19505,1331378.22,6.856577,6.87615,3567
28-02-2001,1130.31,1130.31,1130.31,7.194556,1336205.45,6.790166,6.811361,3570
01-03-2001,1133.9,1133.9,1133.9,7.194528,1333154.8,6.74802,6.771926,3551
02-03-2001,1128.75,1128.75,1128.75,7.197952,1335385.69,6.838145,6.857076,3559
05-03-2001,1128.65,1128.65,1128.65,7.197951,1335176.64,6.852345,6.870764,3559
06-03-2001,1129.49,1129.49,1129.49,7.197951,1336158.86,6.838024,6.857294,3559
