LUACTRUU Index,PX_LAST,PX_MID,TOT_RETURN_INDEX_GROSS_DVDS,CPN,CUR_MKT_CAP,INDEX_YIELD_TO_WORST,INDEX_YIELD_TO_MATURITY,COUNT_INDEX_MEMBERS
24-07-2003,1391.99,1391.99,1391.99,6.603463,1843671.86,4.557618,4.584865,3646
25-07-2003,1390.86,1390.86,1390.86,6.603194,1842606.06,4.566619,4.593984,3648
28-07-2003,1383.66,1383.66,1383.66,6.603843,1832944.06,4.661124,4.686008,3648
29-07-2003,1374.63,1374.63,1374.63,6.604257,1820338.68,4.771947,4.795333,3647
30-07-2003,1378.88,1378.88,1378.88,6.602735,1827075.16,4.718944,4.743791,3650
31-07-2003,1363.85,1363.85,1363.85,6.600792,1802567.31,4.893079,4.919006,3650
01-08-2003,1366.62,1366.62,1366.62,6.599462,1796774.89,4.902741,4.928075,3623
04-08-2003,1373.46,1373.46,1373.46,6.599153,1805895.23,4.801392,4.828656,3623
05-08-2003,1363.78,1363.78,1363.78,6.598507,1793475.26,4.938592,4.9635,3625
06-08-2003,1374.05,1374.05,1374.05,6.598349,1807299.45,4.816757,4.844759,3626
07-08-2003,1377.57,1377.57,1377.57,6.598062,1812537.31,4.773763,4.802446,3628
08-08-2003,1378.15,1378.15,1378.15,6.598065,1813245.43,4.764407,4.79272,3628
11-08-2003,1374.53,1374.53,1374.53,6.59783,1808865.47,4.817972,4.844214,3626
12-08-2003,1375.88,1375.87,1375.88,6.596085,1812911.25,4.794874,4.821875,3630
13-08-2003,1361.84,1361.84,1361.84,6.594833,1795050.82,4.982221,4.994456,3631
14-08-2003,1361.06,1361.06,1361.06,6.594429,1790380.48,4.995151,5.018251,3633
15-08-2003,1360.8,1360.8,1360.8,6.594139,1789348.07,4.986776,5.010139,3631
18-08-2003,1364.7,1364.7,1364.7,6.593402,1793719.45,4.953112,4.977303,3628
19-08-2003,1372.91,1372.91,1372.91,6.593318,1804906.77,4.859124,4.885589,3628
20-08-2003,1370.36,1370.36,1370.36,6.592164,1802425.45,4.90001,4.926462,3631
21-08-2003,1367.17,1367.17,1367.17,6.59224,1797931.67,4.967467,4.992723,3630
22-08-2003,1371.13,1371.13,1371.13,6.592158,1802874.71,4.924248,4.950785,3629
25-08-2003,1367.09,1367.09,1367.09,6.591978,1797191.75,4.981436,5.006577,3628
26-08-2003,1370.07,1370.07,1370.07,6.592073,1801154.73,4.940029,4.966442,3628
27-08-2003,1367.01,1367.01,1367.01,6.592156,1797401.02,4.990893,5.014803,3630
28-08-2003,1375.81,1375.81,1375.81,6.59179,1809250.66,4.876452,4.903228,3630
29-08-2003,1375.19,1375.19,1375.19,6.590038,1803059.14,4.89461,4.921121,3623
02-09-2003,1366.65,1366.65,1366.65,6.585396,1710397.25,5.010643,5.030443,3071
03-09-2003,1367.08,1367.08,1367.08,6.582899,1712029.09,4.998987,5.019336,3074
04-09-2003,1372.62,1372.62,1372.62,6.581458,1721346.77,4.914466,4.937175,3081
05-09-2003,1384.76,1384.76,1384.76,6.583043,1735963.39,4.745258,4.771804,3081
08-09-2003,1382.06,1382.06,1382.06,6.582762,1731616.68,4.783006,4.807977,3077
09-09-2003,1383.64,1383.64,1383.64,6.582113,1732834.31,4.756159,4.783562,3075
10-09-2003,1391.32,1391.32,1391.32,6.580377,1744475.58,4.661388,4.690637,3081
11-09-2003,1387.01,1387.01,1387.01,6.577008,1744620.07,4.7224,4.750527,3091
12-09-2003,1392.44,1392.44,1392.44,6.576134,1752028.21,4.650897,4.680002,3092
15-09-2003,1396.2,1396.2,1396.2,6.573529,1753541.1,4.606718,4.632093,3093
16-09-2003,1393.62,1393.62,1393.62,6.570841,1752251.28,4.633094,4.657397,3097
17-09-2003,1401.75,1401.75,1401.75,6.568876,1766352.54,4.554914,4.582455,3101
18-09-2003,1402.42,1402.42,1402.42,6.550896,1747548.99,4.557857,4.586676,3071
19-09-2003,1404.68,1404.68,1404.68,6.54933,1751830.06,4.545129,4.57449,3075
22-09-2003,1398.87,1398.87,1398.87,6.549331,1744387.44,4.606299,4.632491,3075
23-09-2003,1399.95,1399.95,1399.95,6.545682,1748177.45,4.589844,4.615817,3078
24-09-2003,1406.25,1406.25,1406.25,6.543852,1756558.01,4.520715,4.550319,3080
25-09-2003,1408.8,1408.8,1408.8,6.53972,1763354.7,4.500351,4.529675,3089
26-09-2003,1414.45,1414.45,1414.45,6.537739,1771498.31,4.428515,4.459519,3090
29-09-2003,1411.62,1411.62,1411.62,6.537118,1766546.51,4.461509,4.489587,3087
30-09-2003,1424.43,1424.43,1424.43,6.533172,1782074.64,4.319532,4.350348,3091
01-10-2003,1424.93,1424.93,1424.93,6.532528,1773369.21,4.322175,4.354089,3072
02-10-2003,1419.62,1419.62,1419.62,6.530924,1767879.34,4.384293,4.413144,3075
03-10-2003,1405.05,1405.05,1405.05,6.528889,1751009.39,4.570803,4.591956,3080
06-10-2003,1409.33,1409.33,1409.33,6.529011,1756069.6,4.519801,4.54309,3079
07-10-2003,1402.55,1402.55,1402.55,6.527441,1746358.54,4.603341,4.621057,3077
08-10-2003,1403.05,1403.05,1403.05,6.521174,1754248.02,4.592437,4.609792,3094
09-10-2003,1399.72,1399.72,1399.72,6.521134,1750443.18,4.640337,4.65254,3095
10-10-2003,1403.78,1403.78,1403.78,6.518842,1757531.32,4.593809,4.60851,3100
14-10-2003,1398.74,1398.74,1398.74,6.518484,1748607.87,4.649328,4.673548,3102
15-10-2003,1397.16,1397.16,1397.16,6.518317,1746866.89,4.680275,4.703093,3103
16-10-2003,1393.54,1393.54,1393.54,6.517024,1743470.4,4.756062,4.777376,3105
17-10-2003,1399.3,1399.3,1399.3,6.517024,1750709.05,4.687455,4.710201,3105
20-10-2003,1401.07,1401.07,1401.07,6.517024,1752893.26,4.676255,4.699103,3105
21-10-2003,1400.71,1400.71,1400.71,6.517795,1753194.64,4.685508,4.708301,3107
22-10-2003,1405.95,1405.95,1405.95,6.516852,1760546.29,4.622095,4.64644,3108
23-10-2003,1402.68,1402.68,1402.68,6.51973,1754522.59,4.658514,4.681801,3102
24-10-2003,1411.16,1411.16,1411.16,6.514022,1770206.91,4.560197,4.584933,3106
27-10-2003,1407.7,1407.7,1407.7,6.51264,1767348.88,4.613828,4.636957,3110
28-10-2003,1414.24,1414.24,1414.24,6.509122,1776385.32,4.52665,4.550847,3112
29-10-2003,1408.23,1408.23,1408.23,6.509109,1768699.94,4.600238,4.623184,3113
30-10-2003,1404.11,1404.11,1404.11,6.509461,1764396.61,4.665689,4.688303,3116
31-10-2003,1409.45,1409.45,1409.45,6.506836,1773743.84,4.605645,4.632956,3123
03-11-2003,1405.26,1405.26,1405.26,6.507103,1763434.96,4.677581,4.701648,3109
04-11-2003,1408.97,1408.97,1408.97,6.506372,1768563.67,4.631473,4.656958,3111
05-11-2003,1403.77,1403.77,1403.77,6.499446,1765823.47,4.697777,4.722152,3116
06-11-2003,1399.06,1399.06,1399.06,6.49799,1760654.53,4.756248,4.77998,3118
07-11-2003,1396.68,1396.68,1396.68,6.49799,1757625.02,4.795186,4.818625,3118
10-11-2003,1396.34,1396.34,1396.34,6.49671,1757874.44,4.805991,4.829687,3121
12-11-2003,1403.07,1403.07,1403.07,6.496722,1766348.41,4.733885,4.758639,3121
13-11-2003,1414.28,1414.28,1414.28,6.493891,1781503.48,4.596712,4.625089,3122
14-11-2003,1420.72,1420.72,1420.72,6.492309,1787817.42,4.517021,4.545647,3127
17-11-2003,1424.57,1424.57,1424.57,6.489967,1786797.42,4.466891,4.499863,3119
18-11-2003,1426.48,1426.48,1426.48,6.487599,1791772.54,4.457177,4.489312,3123
19-11-2003,1420.64,1420.64,1420.64,6.482868,1789412.46,4.527704,4.557229,3133
20-11-2003,1425.58,1425.58,1425.58,6.481301,1795473.32,4.467089,4.499895,3133
21-11-2003,1426.86,1426.86,1426.86,6.480206,1798066.96,4.459431,4.492033,3134
24-11-2003,1421.33,1421.33,1421.33,6.478869,1793995.4,4.538148,4.568196,3138
25-11-2003,1424.37,1424.36,1424.37,6.479076,1797580.05,4.502561,4.532666,3137
26-11-2003,1421.04,1421.04,1421.04,6.477199,1794376.26,4.554667,4.583569,3138
28-11-2003,1416.61,1416.61,1416.61,6.477199,1785593.35,4.618033,4.645408,3138
01-12-2003,1412.88,1412.87,1412.88,6.474804,1775501,4.680968,4.707975,3126
02-12-2003,1414.98,1414.98,1414.98,6.474738,1778358.47,4.657694,4.68515,3127
03-12-2003,1412.76,1412.76,1412.76,6.4716,1778303.98,4.682534,4.709186,3134
04-12-2003,1416.4,1416.4,1416.4,6.467874,1787958.69,4.639586,4.667643,3142
05-12-2003,1428.17,1428.17,1428.17,6.466234,1805190.8,4.486244,4.519553,3147
08-12-2003,1423.25,1423.25,1423.25,6.466234,1798844.07,4.547639,4.576491,3147
09-12-2003,1417.91,1417.91,1417.91,6.465122,1793208.99,4.615494,4.642636,3150
10-12-2003,1420.75,1420.75,1420.75,6.463703,1798147.85,4.572976,4.602292,3154
11-12-2003,1426.21,1426.21,1426.21,6.464376,1807110.37,4.493361,4.523821,3158
12-12-2003,1426.55,1426.55,1426.55,6.460759,1812230.39,4.49949,4.52975,3164
15-12-2003,1425.38,1425.38,1425.38,6.460146,1806377.9,4.521255,4.549773,3164
16-12-2003,1428.41,1428.41,1428.41,6.460146,1810198.23,4.481611,4.511402,3164
17-12-2003,1432.2,1432.2,1432.2,6.458485,1816195.64,4.44871,4.479408,3165
18-12-2003,1436.7,1436.7,1436.7,6.45819,1822146.63,4.412822,4.446231,3165
19-12-2003,1437.63,1437.63,1437.63,6.458394,1823608.16,4.402389,4.43495,3166
22-12-2003,1436.02,1436.02,1436.02,6.459007,1821319.85,4.427065,4.459088,3166
23-12-2003,1429.21,1429.21,1429.21,6.457792,1811276.13,4.514522,4.544886,3164
24-12-2003,1435.14,1435.14,1435.14,6.45626,1813026.47,4.433115,4.464625,3156
26-12-2003,1439.05,1439.05,1439.05,6.45626,1818019.49,4.387584,4.422193,3156
29-12-2003,1433.93,1433.93,1433.93,6.45626,1811261.68,4.448593,4.479469,3156
30-12-2003,1431.75,1431.75,1431.75,6.456543,1808675.34,4.472294,4.503006,3157
31-12-2003,1432.74,1432.74,1432.74,6.456655,1809447.02,4.456482,4.488645,3158
02-01-2004,1424.85,1424.85,1424.85,6.455766,1790080.89,4.569555,4.597492,3144
05-01-2004,1425.73,1425.73,1425.73,6.454983,1790222.26,4.571278,4.599257,3144
06-01-2004,1434.02,1434.02,1434.02,6.455101,1800282.16,4.46633,4.499598,3143
07-01-2004,1436.16,1436.16,1436.16,6.447274,1809126.4,4.442837,4.476424,3148
08-01-2004,1436.92,1436.92,1436.92,6.446874,1810839.61,4.43934,4.472873,3150
09-01-2004,1449.3,1449.3,1449.3,6.443428,1825758.2,4.274602,4.316896,3148
12-01-2004,1449.34,1449.34,1449.34,6.443428,1825669.27,4.277497,4.317762,3148
13-01-2004,1453.09,1453.09,1453.09,6.442741,1829996.18,4.227859,4.272019,3150
14-01-2004,1456.82,1456.82,1456.82,6.439229,1831931.03,4.197833,4.245023,3155
15-01-2004,1458.95,1458.95,1458.95,6.439068,1834264.16,4.183148,4.234042,3154
16-01-2004,1456.72,1456.72,1456.72,6.439068,1831373.1,4.209636,4.262192,3154
20-01-2004,1453.87,1453.87,1453.87,6.4403,1827820.99,4.242824,4.29368,3155
21-01-2004,1455.56,1455.56,1455.56,6.438935,1830634.38,4.223699,4.275506,3158
22-01-2004,1461.27,1461.27,1461.27,6.43865,1837996.23,4.16226,4.216239,3158
23-01-2004,1453.77,1453.77,1453.77,6.438504,1828602.45,4.251862,4.299146,3159
26-01-2004,1448.7,1448.7,1448.7,6.435233,1824027.87,4.315622,4.35809,3163
27-01-2004,1452.96,1452.96,1452.96,6.434486,1828892.95,4.26387,4.310072,3161
28-01-2004,1444.2,1444.19,1444.2,6.434516,1817753.52,4.393112,4.427916,3161
29-01-2004,1444.46,1444.46,1444.46,6.432156,1819295.53,4.408683,4.435928,3164
30-01-2004,1447.76,1447.76,1447.76,6.431381,1820078.84,4.35477,4.392078,3165
02-02-2004,1445.94,1445.94,1445.94,6.427772,1805466.94,4.387737,4.424557,3143
03-02-2004,1449.5,1449.5,1449.5,6.42522,1811820.54,4.341803,4.381158,3147
04-02-2004,1448.61,1448.61,1448.61,6.420358,1812705.44,4.355508,4.391585,3149
05-02-2004,1444.73,1444.73,1444.73,6.417293,1810051.45,4.409996,4.445939,3154
06-02-2004,1450.97,1450.97,1450.97,6.415618,1818962.72,4.3374,4.375885,3158
09-02-2004,1453.93,1453.93,1453.93,6.414629,1822942.61,4.308527,4.347705,3160
10-02-2004,1450.9,1450.9,1450.9,6.415205,1821487.03,4.354914,4.392998,3168
11-02-2004,1458.05,1458.05,1458.05,6.412602,1833108.18,4.257461,4.300949,3173
12-02-2004,1455.3,1455.3,1455.3,6.41185,1831207.66,4.28939,4.330941,3178
13-02-2004,1459.04,1459.04,1459.04,6.412613,1838680.61,4.249188,4.287572,3179
17-02-2004,1459.64,1459.64,1459.64,6.411044,1831840.6,4.247599,4.286654,3174
18-02-2004,1459.92,1459.92,1459.92,6.410987,1831958.64,4.248319,4.288143,3173
19-02-2004,1460.17,1460.17,1460.17,6.407691,1834268.62,4.245528,4.284552,3177
20-02-2004,1456.19,1456.19,1456.19,6.407691,1829116.7,4.294192,4.330898,3177
23-02-2004,1460.02,1460.02,1460.02,6.40738,1833950.29,4.248956,4.289465,3178
24-02-2004,1461.2,1461.2,1461.2,6.40738,1835438.24,4.236821,4.27708,3178
25-02-2004,1462.32,1462.32,1462.32,6.407366,1836840.89,4.22115,4.261245,3178
26-02-2004,1460.17,1460.17,1460.17,6.403814,1834689.83,4.248649,4.28663,3181
27-02-2004,1465.79,1465.79,1465.79,6.402643,1838538.09,4.189252,4.23581,3181
01-03-2004,1465.48,1465.48,1465.48,6.396986,1825473.02,4.213038,4.259613,3157
02-03-2004,1461.39,1461.39,1461.39,6.396566,1820813.94,4.26859,4.311874,3159
03-03-2004,1460.48,1460.47,1460.48,6.394875,1826925.81,4.282806,4.323913,3168
04-03-2004,1463.03,1463.03,1463.03,6.396217,1830164.59,4.25473,4.298935,3169
05-03-2004,1478.01,1478.01,1478.01,6.392537,1851778.39,4.07144,4.1255,3174
08-03-2004,1482.29,1482.29,1482.29,6.391054,1856238.42,4.025837,4.0803,3173
09-03-2004,1485.57,1485.56,1485.57,6.389816,1861503.13,3.988788,4.045748,3174
10-03-2004,1484.6,1484.6,1484.6,6.388426,1861197.65,4.006894,4.062139,3178
11-03-2004,1483.48,1483.48,1483.48,6.38728,1860762.79,4.017757,4.071788,3181
12-03-2004,1481.93,1481.93,1481.93,6.384696,1858962.15,4.035386,4.088249,3182
15-03-2004,1481.08,1481.08,1481.08,6.384229,1853080.21,4.048009,4.101814,3181
16-03-2004,1487.85,1487.85,1487.85,6.382489,1862972.26,3.969749,4.028036,3185
17-03-2004,1488.66,1488.66,1488.66,6.380855,1865251.67,3.966592,4.024817,3187
18-03-2004,1484.13,1484.13,1484.13,6.380058,1860252.83,4.023386,4.078105,3188
19-03-2004,1481.52,1481.52,1481.52,6.372126,1864507.88,4.05401,4.107798,3195
22-03-2004,1486.43,1486.43,1486.43,6.36917,1872701.59,3.998971,4.056998,3197
23-03-2004,1487.19,1487.19,1487.19,6.36592,1875713.66,3.992438,4.050421,3203
24-03-2004,1487.52,1487.52,1487.52,6.359235,1882598.02,3.991344,4.049046,3210
25-03-2004,1485.77,1485.77,1485.77,6.35789,1884078.07,4.010348,4.065523,3218
26-03-2004,1478.39,1478.39,1478.39,6.355362,1875313.39,4.101781,4.15,3223
29-03-2004,1475.48,1475.48,1475.48,6.355362,1871217.08,4.143456,4.190913,3223
30-03-2004,1474.79,1474.79,1474.79,6.353775,1869631.53,4.153595,4.199667,3221
31-03-2004,1479.63,1479.63,1479.63,6.348784,1875635.71,4.09658,4.140478,3225
01-04-2004,1475.24,1475.24,1475.24,6.348631,1861641.62,4.165651,4.206009,3202
02-04-2004,1457.49,1457.49,1457.49,6.347196,1839711.83,4.393148,4.421078,3203
05-04-2004,1452.22,1452.22,1452.22,6.346853,1833435.9,4.455211,4.481766,3204
06-04-2004,1455.97,1455.97,1455.97,6.346853,1838193.4,4.410082,4.439139,3204
07-04-2004,1456.76,1456.76,1456.76,6.347081,1839191.56,4.402098,4.43178,3204
08-04-2004,1454.78,1454.78,1454.78,6.346984,1836931.34,4.427624,4.456416,3204
12-04-2004,1454.15,1454.15,1454.15,6.346494,1835442.76,4.446529,4.474435,3202
13-04-2004,1445.96,1445.96,1445.96,6.346265,1824771.42,4.54738,4.572402,3201
14-04-2004,1442.72,1442.72,1442.72,6.345658,1817076.99,4.601803,4.627428,3202
15-04-2004,1440.38,1440.38,1440.38,6.346583,1816647.02,4.623639,4.642818,3209
16-04-2004,1444.14,1444.14,1444.14,6.346204,1822137.23,4.572745,4.592303,3210
19-04-2004,1442.62,1442.62,1442.62,6.346496,1820526.93,4.59964,4.619135,3210
20-04-2004,1439.58,1439.58,1439.58,6.344446,1814804.43,4.642713,4.662084,3208
21-04-2004,1438.29,1438.29,1438.29,6.343817,1813701.62,4.677148,4.696422,3210
22-04-2004,1443.04,1443.04,1443.04,6.343742,1819734.58,4.619423,4.639058,3210
23-04-2004,1437.24,1437.24,1437.24,6.343355,1812269.96,4.703065,4.722356,3210
26-04-2004,1439.5,1439.5,1439.5,6.34225,1815631.58,4.684967,4.704614,3211
27-04-2004,1441.72,1441.72,1441.72,6.34225,1818245.3,4.65133,4.670916,3211
28-04-2004,1436.22,1436.22,1436.22,6.340621,1812605.62,4.719108,4.738364,3213
29-04-2004,1430.8,1430.8,1430.8,6.338676,1808272.98,4.789708,4.808583,3216
30-04-2004,1433.11,1433.11,1433.11,6.33869,1808725.09,4.761825,4.780343,3219
03-05-2004,1433.44,1433.44,1433.44,6.331112,1792124.27,4.793577,4.81233,3189
04-05-2004,1430.33,1430.33,1430.33,6.329383,1788869.1,4.819594,4.836625,3189
05-05-2004,1427.94,1427.94,1427.94,6.329384,1785848.83,4.851479,4.868226,3189
06-05-2004,1422,1422,1422,6.329435,1778318.75,4.924533,4.940844,3189
07-05-2004,1409.5,1409.5,1409.5,6.328579,1760928.87,5.105731,5.120962,3183
10-05-2004,1408.2,1408.2,1408.2,6.328103,1759304.11,5.115417,5.130956,3184
11-05-2004,1409.49,1409.49,1409.49,6.32771,1762105.52,5.107475,5.123337,3186
12-05-2004,1407.6,1407.6,1407.6,6.32747,1759784.63,5.123035,5.140001,3186
13-05-2004,1403.49,1403.49,1403.49,6.327233,1754818.02,5.175647,5.192231,3187
14-05-2004,1407.86,1407.85,1407.86,6.327534,1755711.15,5.116874,5.130705,3186
17-05-2004,1414.84,1414.84,1414.84,6.327694,1764414,5.033991,5.04828,3186
18-05-2004,1413.23,1413.23,1413.23,6.327081,1762889.63,5.066544,5.080533,3187
19-05-2004,1409.58,1409.58,1409.58,6.325323,1758843.33,5.118683,5.132372,3185
20-05-2004,1414.86,1414.86,1414.86,6.32526,1765333.14,5.054389,5.068629,3185
21-05-2004,1412.04,1412.04,1412.04,6.322349,1765107.87,5.094339,5.108227,3188
24-05-2004,1414.57,1414.57,1414.57,6.32122,1769221.69,5.073848,5.087987,3190
25-05-2004,1415.56,1415.56,1415.56,6.32122,1770456.63,5.067344,5.081578,3190
26-05-2004,1420.08,1420.08,1420.08,6.320659,1776834.05,5.005844,5.020475,3192
27-05-2004,1426.9,1426.9,1426.9,6.320169,1787079.55,4.928317,4.944473,3197
28-05-2004,1422.74,1422.74,1422.74,6.319746,1779319.01,5.000066,5.015862,3198
31-05-2004,1422.74,1422.74,1422.74,6.319746,1779319.01,5.000066,5.015862,3198
01-06-2004,1419,1419,1419,6.287031,1604906.14,5.072652,5.083742,2501
02-06-2004,1416.53,1416.53,1416.53,6.286333,1602599.18,5.109556,5.120553,2503
03-06-2004,1417.69,1417.69,1417.69,6.284682,1605115.29,5.095865,5.106853,2506
04-06-2004,1413.07,1413.07,1413.07,6.284682,1599826.27,5.160099,5.170487,2506
07-06-2004,1415.13,1415.13,1415.13,6.2821,1611804.86,5.13408,5.145015,2521
08-06-2004,1415.28,1415.28,1415.28,6.2821,1611984.78,5.141475,5.15239,2521
09-06-2004,1412.31,1412.31,1412.31,6.2821,1608530.84,5.186624,5.196449,2521
10-06-2004,1413.61,1413.61,1413.61,6.281277,1613687.36,5.181981,5.192122,2532
14-06-2004,1408.14,1408.14,1408.14,6.279345,1603857.72,5.271162,5.279875,2531
15-06-2004,1421.55,1421.55,1421.55,6.278382,1620297.6,5.105421,5.114927,2533
16-06-2004,1418.24,1418.24,1418.24,6.278356,1616741.43,5.1501,5.159435,2534
17-06-2004,1421.88,1421.88,1421.88,6.276914,1622494.78,5.112409,5.121896,2537
18-06-2004,1420.76,1420.76,1420.76,6.276945,1621951.71,5.126643,5.136117,2540
21-06-2004,1422.76,1422.76,1422.76,6.276628,1623684.67,5.10498,5.11463,2539
22-06-2004,1422.05,1422.04,1422.05,6.276804,1622590.51,5.113187,5.122844,2538
23-06-2004,1422.96,1422.96,1422.96,6.276271,1625518.74,5.101535,5.111969,2540
24-06-2004,1426.99,1426.99,1426.99,6.274431,1627061.31,5.045102,5.056024,2532
25-06-2004,1427.04,1427.04,1427.04,6.274787,1624889.4,5.046533,5.057434,2528
28-06-2004,1420.3,1420.3,1420.3,6.274787,1617055.3,5.146936,5.156268,2528
29-06-2004,1423.44,1423.44,1423.44,6.274495,1621135.07,5.11024,5.120673,2529
30-06-2004,1429.02,1429.02,1429.02,6.274495,1627051.56,5.031765,5.042451,2529
01-07-2004,1432.56,1432.56,1432.56,6.269736,1618719.19,4.992592,5.003922,2508
02-07-2004,1440.36,1440.36,1440.36,6.269736,1627567.7,4.89701,4.909212,2508
06-07-2004,1439.68,1439.68,1439.68,6.269646,1626639.81,4.912923,4.925117,2508
07-07-2004,1440.02,1440.02,1440.02,6.269646,1627022.83,4.909197,4.921905,2508
08-07-2004,1440.75,1440.75,1440.75,6.268188,1630163.03,4.900704,4.913502,2513
09-07-2004,1441.35,1441.35,1441.35,6.268308,1631090.14,4.896712,4.909493,2514
12-07-2004,1443.6,1443.6,1443.6,6.268308,1633522,4.878217,4.891312,2514
13-07-2004,1441.66,1441.65,1441.66,6.261589,1628039.9,4.90453,4.917263,2511
14-07-2004,1441.85,1441.85,1441.85,6.260291,1626226.44,4.910341,4.922922,2517
15-07-2004,1442.45,1442.45,1442.45,6.258552,1628685.08,4.91221,4.923916,2518
16-07-2004,1451.89,1451.89,1451.89,6.258105,1637264.08,4.796974,4.809903,2515
19-07-2004,1452.38,1452.38,1452.38,6.257269,1636658.74,4.803759,4.816527,2514
20-07-2004,1445.61,1445.61,1445.61,6.256275,1630437.57,4.89471,4.906715,2515
21-07-2004,1443.02,1443.02,1443.02,6.255682,1628523.52,4.933664,4.945146,2517
22-07-2004,1444.67,1444.67,1444.67,6.255782,1630200.21,4.9138,4.925917,2517
23-07-2004,1446.69,1446.69,1446.69,6.255238,1632724.03,4.89364,4.90593,2518
26-07-2004,1444.31,1444.31,1444.31,6.253921,1630779.59,4.932296,4.943828,2519
27-07-2004,1435.8,1435.8,1435.8,6.253379,1621056.75,5.033942,5.044719,2520
28-07-2004,1436.74,1436.74,1436.74,6.252173,1623428.21,5.015979,5.027139,2523
29-07-2004,1438.42,1438.42,1438.42,6.251156,1625168.96,4.993971,5.004901,2524
30-07-2004,1446.8,1446.8,1446.8,6.242326,1625601.8,4.890817,4.903563,2522
02-08-2004,1448.38,1448.38,1448.38,6.22995,1609290.85,4.898198,4.91105,2497
03-08-2004,1450.75,1450.75,1450.75,6.228829,1612690.85,4.875476,4.88838,2498
04-08-2004,1450.74,1450.74,1450.74,6.228071,1613496.82,4.875741,4.890762,2499
05-08-2004,1452.8,1452.8,1452.8,6.226128,1618103.36,4.85455,4.870022,2505
06-08-2004,1466.62,1466.62,1466.62,6.225076,1633923.9,4.664197,4.683184,2506
09-08-2004,1465.21,1465.21,1465.21,6.225671,1632566.41,4.694464,4.711696,2507
10-08-2004,1461.86,1461.86,1461.86,6.224791,1628235.83,4.749765,4.765878,2506
11-08-2004,1462.56,1462.56,1462.56,6.222807,1628090.45,4.739317,4.757375,2505
12-08-2004,1464.68,1464.68,1464.68,6.219653,1634844.67,4.715252,4.733717,2514
13-08-2004,1468.51,1468.51,1468.51,6.218959,1640080.48,4.673468,4.692309,2517
16-08-2004,1465.83,1465.83,1465.83,6.217898,1632903.67,4.70857,4.724256,2517
17-08-2004,1469.92,1469.92,1469.92,6.217385,1638452.39,4.658634,4.675534,2520
18-08-2004,1468.99,1468.99,1468.99,6.216484,1635471.66,4.668082,4.683181,2516
19-08-2004,1470.66,1470.65,1470.66,6.216756,1638052.24,4.646998,4.663086,2518
20-08-2004,1469.37,1469.36,1469.37,6.216756,1636512.34,4.67121,4.687357,2518
23-08-2004,1466.35,1466.35,1466.35,6.216756,1632964.58,4.712127,4.72759,2518
24-08-2004,1467,1467,1467,6.214441,1635913.01,4.707928,4.722908,2522
25-08-2004,1468.59,1468.59,1468.59,6.214266,1637970.11,4.697574,4.71315,2523
26-08-2004,1471.63,1471.63,1471.63,6.215058,1642103.02,4.665582,4.681792,2524
27-08-2004,1472.14,1472.14,1472.14,6.214562,1640980.31,4.666118,4.682658,2523
30-08-2004,1476.33,1476.33,1476.33,6.213,1644661.89,4.621264,4.639851,2521
31-08-2004,1481.2,1481.2,1481.2,6.211716,1647273.34,4.558024,4.581711,2521
01-09-2004,1481.84,1481.84,1481.84,6.207762,1641216.43,4.559088,4.580728,2510
02-09-2004,1477.05,1477.05,1477.05,6.208241,1635877.06,4.614939,4.637719,2510
03-09-2004,1469.6,1469.6,1469.6,6.208172,1627627.02,4.722088,4.739704,2510
07-09-2004,1474.18,1474.18,1474.18,6.208172,1632661.36,4.67918,4.702306,2510
08-09-2004,1480.93,1480.93,1480.93,6.208172,1640159.62,4.594852,4.621389,2510
09-09-2004,1478.39,1478.39,1478.39,6.201796,1644918.11,4.624149,4.64833,2517
10-09-2004,1479.64,1479.64,1479.64,6.200493,1647412.41,4.617872,4.637361,2520
13-09-2004,1482.55,1482.55,1482.55,6.199503,1651555.01,4.591314,4.617293,2522
14-09-2004,1485.12,1485.12,1485.12,6.193819,1654884.28,4.559035,4.585346,2527
15-09-2004,1483.62,1483.62,1483.62,6.187334,1652353.68,4.58417,4.610163,2530
16-09-2004,1491.69,1491.69,1491.69,6.185942,1663355.56,4.490319,4.521096,2532
17-09-2004,1487.21,1487.21,1487.21,6.185854,1658567.61,4.554259,4.581785,2532
20-09-2004,1493.16,1493.16,1493.16,6.185854,1665234.52,4.485787,4.516441,2532
21-09-2004,1494.7,1494.7,1494.7,6.185275,1666853.64,4.484145,4.515142,2533
22-09-2004,1498.35,1498.35,1498.35,6.185104,1671873.09,4.453146,4.48629,2536
23-09-2004,1494.85,1494.85,1494.85,6.183656,1667588.94,4.505204,4.535177,2536
24-09-2004,1494.68,1494.68,1494.68,6.182601,1668443.13,4.517177,4.546661,2538
27-09-2004,1497.71,1497.71,1497.71,6.182508,1671521.73,4.486553,4.515705,2537
28-09-2004,1496.8,1496.8,1496.8,6.182318,1673333.64,4.48996,4.51795,2543
29-09-2004,1491.19,1491.19,1491.19,6.175158,1675152.18,4.564889,4.589098,2550
30-09-2004,1490.32,1490.32,1490.32,6.174722,1671240.32,4.565001,4.595102,2551
01-10-2004,1485.54,1485.54,1485.54,6.172992,1660376.81,4.622759,4.652036,2539
04-10-2004,1487.67,1487.67,1487.67,6.174845,1664016.31,4.61146,4.643442,2542
05-10-2004,1487.98,1487.98,1487.98,6.174048,1665157.07,4.608623,4.640029,2543
