Date,INS_TE_XGB,OOS_TE_XGB
2013-07-31,0.006913635372913258,0.0012355836785609194
2013-08-31,0.006057319608584693,0.0002608601847461367
2013-09-30,0.009557057815729804,0.0011924382140096161
2013-10-31,0.0070580955654207635,0.0042390173295319515
2013-11-30,0.006289760236727277,0.004343708016472951
2013-12-31,0.007525006633074268,0.0017336519184491127
2014-01-31,0.00479190760667383,0.006259436468236214
2014-02-28,0.004274279605702658,0.001471363678002987
2014-03-31,0.004066062436302307,0.0010352894591823566
2014-04-30,0.003897627253388753,0.003607620053561928
2014-05-31,0.005860280312852593,0.003213884055350922
2014-06-30,0.005985585775263558,0.00020281805335851434
2014-07-31,0.00597216367448141,0.0022665490552177658
2014-08-31,0.004274074035198272,0.00041502220539940335
2014-09-30,0.005428913290272066,0.0009552349423288704
2014-10-31,0.005474790459223333,0.0020508316285672602
2014-11-30,0.004038116628680548,0.005166244555957733
2014-12-31,0.0054060889593168515,0.004785520210135
2015-01-31,0.004851473955805409,0.002188208211509477
2015-02-28,0.004497411552564266,0.0012008700409614683
2015-03-31,0.0038510167181509433,0.0002685866632705842
2015-04-30,0.004142339355146434,0.004711663197465415
2015-05-31,0.004343161476187425,0.0011745521860104576
2015-06-30,0.0041373390932623955,0.004959781017198205
2015-07-31,0.005424857868154338,0.004922530317693673
2015-08-31,0.004186303819757044,0.001884019816544789
2015-09-30,0.004489666122656466,0.00735151703290566
2015-10-31,0.0030298121139453334,0.011188654011870254
2015-11-30,0.002216827816215512,0.003153424002664195
2015-12-31,0.003106343163440837,0.009321537411644583
2016-01-31,0.0034576406676559896,0.0019229991338995276
2016-02-29,0.004184714853960625,0.006054521145105959
2016-03-31,0.003712192324754512,0.0035928205742446692
2016-04-30,0.004910886276366686,0.00017531502150380449
2016-05-31,0.0031087521574631473,0.007271491846540087
2016-06-30,0.003565702460763823,0.0005325371452090215
2016-07-31,0.003891690827170969,0.005689400980814975
2016-08-31,0.003443566601497008,0.005168185596175936
2016-09-30,0.00538413218217987,0.0009215173497345249
2016-10-31,0.005067285342977329,0.009001730218758726
2016-11-30,0.004141765340212707,0.003957794076659728
2016-12-31,0.006375744551834541,0.0016856324871230765
2017-01-31,0.006202325894079103,0.0016972819806083275
2017-02-28,0.008177648041174755,0.0026658637364445088
2017-03-31,0.005269381833737575,0.0069449475588251
2017-04-30,0.002636580974500319,0.0010926704063988005
2017-05-31,0.0047366194560383755,0.0009955958305856005
2017-06-30,0.0037608404566401637,0.006896012849719871
2017-07-31,0.003267762423130173,0.004074847121412354
2017-08-31,0.002664660126125683,0.0016790409644787596
2017-09-30,0.0031338153981551225,0.0006361248856003492
2017-10-31,0.0031594770047950727,0.004422160010284493
2017-11-30,0.0027012148568676736,0.0019221177773974698
2017-12-31,0.0024265255624462585,0.0029732152157552257
2018-01-31,0.0022291917062131697,0.001504828726936639
2018-02-28,0.002348535988945841,0.004603874130256348
2018-03-31,0.0027337784879348116,2.9596421890630076e-05
2018-04-30,0.002602294617446991,0.0013344303897594393
2018-05-31,0.0036814284882113247,0.0007191697646211168
2018-06-30,0.0034450792855219535,0.0023549748880710526
2018-07-31,0.004202473334958292,0.0038076417612363887
2018-08-31,0.0038182679024468986,0.0022161246996571507
2018-09-30,0.00314736430818305,0.0011814744568456733
2018-10-31,0.002305677752084328,0.0011420175935513838
2018-11-30,0.002698128846749205,0.0024576944598860466
2018-12-31,0.0019338302031478237,0.001466071062455625
2019-01-31,0.0027726819127286903,0.0018517848330116826
2019-02-28,0.002759803628628486,0.0065717345497142195
2019-03-31,0.002950629940405175,0.007814563225556624
2019-04-30,0.0023936566083718994,0.0033995923696816333
2019-05-31,0.002549042888351649,0.0030381416055785294
2019-06-30,0.004161509653789152,0.0010435392793214301
2019-07-31,0.0047898977119335264,0.002043275917928946
2019-08-31,0.003537696716548969,0.006614128506747079
2019-09-30,0.00355539415751932,0.0019232267529958151
2019-10-31,0.0045917767600262265,0.001257624291781878
2019-11-30,0.00509717347723763,0.004405866290091709
2019-12-31,0.0035757349183389705,0.0009846093859823563
2020-01-31,0.0030375153508493203,0.001173236447718353
2020-02-29,0.0025303612221900156,0.004292141950843077
2020-03-31,0.007875481373251756,0.01401447762205326
2020-04-30,0.00825266706473389,0.005470203659226222
2020-05-31,0.010387289900181881,0.009141799962704587
2020-06-30,0.007348354255910291,0.0003532897171704408
2020-07-31,0.0063709354635931754,0.007917657557202501
2020-08-31,0.004226785174890911,0.004010403617623273
2020-09-30,0.005219900909029247,0.0010689342037854608
2020-10-31,0.006130392918697819,0.001096945147390185
2020-11-30,0.00562562871803718,0.004074759865346712
2020-12-31,0.006584787158096597,0.002395618473438505
2021-01-31,0.008409528263161275,0.0105313804449809
2021-02-28,0.005190065492638256,0.005557325765581923
2021-03-31,0.003904328858466131,0.001996260569142705
2021-04-30,0.0035990645690732316,0.0005349393393693034
2021-05-31,0.007031252503018047,0.003914505176156307
2021-06-30,0.005357545669774486,0.0008181816175711447
2021-07-31,0.006647640150686051,9.48666706853795e-05
2021-08-31,0.006613290524096434,0.0037448144983511793
2021-09-30,0.00484992052176143,0.0010684760240614755
2021-10-31,0.005893012281153248,0.003476232560161193
2021-11-30,,0.0066901034065663
